,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,localDateTime,hourOfDay,dayOfWeek,favoriteRatio,sentiment
11,Ini Surat ‘Cinta’ untuk Alwi Shihab Karena Sebut Ikhwanul Muslimin Teroris http://t.co/FgA0rj2N1m #Nasional,FALSE,4,NA,02/04/15 14:20,FALSE,NA,583635046751281152,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,24,FALSE,FALSE,NA,NA,02/04/15 21:20,21,Thu,"0,17",negative
12,"Bahas Pemblokiran Situs Islam, Fadli Zon Ajak Pengelola Situs Datangi BNPT dan Kemenkominfo http://t.co/NHNlDVYdj2 #Nasional",FALSE,3,NA,02/04/15 13:28,FALSE,NA,583621934333566976,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,19,FALSE,FALSE,NA,NA,02/04/15 20:28,20,Thu,"0,16",neutral
13,"Please reply tweet pertanyaan ini dgn jawaban ""Bisa"" atau ""Tidak Bisa: NAMA_ISP"". Bisakah buka situs dakwatuna di situ?",FALSE,1,NA,02/04/15 13:10,FALSE,NA,583617587658895360,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",dakwatuna,13,FALSE,FALSE,NA,NA,02/04/15 20:10,20,Thu,"0,08",neutral
14,RZ Bantu Sukseskan Usaha Makanan Sehat Supiati http://t.co/R3ayCfXU9A #Daerah,FALSE,0,NA,02/04/15 12:38,FALSE,NA,583609463816331264,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,2,FALSE,FALSE,NA,NA,02/04/15 19:38,19,Thu,"0,00",positive
15,Lahirkan Entrepreneur Tangguh Melalui Pelatihan Kewirausahaan dan Hard Skill http://t.co/Dzw1AIEHcp #Nasional,FALSE,0,NA,02/04/15 12:13,FALSE,NA,583603052558491650,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,7,FALSE,FALSE,NA,NA,02/04/15 19:13,19,Thu,"0,00",positive
16,Doa Anak Ini Membuat Kami Menangis http://t.co/afg4JjgFTs #Hidayah,FALSE,0,NA,02/04/15 10:56,FALSE,NA,583583710370402306,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,13,FALSE,FALSE,NA,NA,02/04/15 17:56,17,Thu,"0,00",positive
17,Pertemuan FLP Bogor: Arah Mata Angin dan Motivasi Menulis http://t.co/gh7TcQWjM2 #Daerah,FALSE,0,NA,02/04/15 09:40,FALSE,NA,583564552861646848,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,5,FALSE,FALSE,NA,NA,02/04/15 16:40,16,Thu,"0,00",neutral
18,Komisi I Undang Kominfo Minta Klarifikasi Soal Pemblokiran Media Islam http://t.co/f12SeNI3Kl #Nasional,FALSE,2,NA,02/04/15 09:15,FALSE,NA,583558270381527042,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,7,FALSE,FALSE,NA,NA,02/04/15 16:15,16,Thu,"0,29",neutral
19,RDP Komite II DPD RI Tentang Rancangan Undang–Undang Tentang Bahasa dan Kesenian Daerah DPD RI http://t.co/iRrRKSnol8 #Nasional,FALSE,2,NA,02/04/15 08:50,FALSE,NA,583551968448155649,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,7,FALSE,FALSE,NA,NA,02/04/15 15:50,15,Thu,"0,29",neutral
20,Penghalang Terbesar Dalam Menghafal Alquran http://t.co/gBbJLw3mQa #ArtikelLepas,FALSE,4,NA,02/04/15 08:06,FALSE,NA,583540912493461505,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,13,FALSE,FALSE,NA,NA,02/04/15 15:06,15,Thu,"0,31",neutral
21,@Selasarcom done.,FALSE,0,Selasarcom,02/04/15 06:33,FALSE,583516007819415552,583517619208101889,2293951592,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",dakwatuna,0,FALSE,FALSE,NA,NA,02/04/15 13:33,13,Thu,#DIV/0!,neutral
22,The Journey Pangandaran-Qatar: Pananjung http://t.co/U0gNGjH2oh #Perjalanan,FALSE,0,NA,02/04/15 05:09,FALSE,NA,583496346696458240,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,2,FALSE,FALSE,NA,NA,02/04/15 12:09,12,Thu,"0,00",neutral
23,"Alhamdulillah situs dapat diakses kembali, jaringan normal kembali. Bagi yang masih belum bisa buka, itu krn masih dalam status terblokir.",FALSE,16,NA,02/04/15 03:48,FALSE,NA,583476050941779968,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",dakwatuna,38,FALSE,FALSE,NA,NA,02/04/15 10:48,10,Thu,"0,42",positive
24,"Mohon maaf, situs dakwatuna tidak bisa dibuka, sedang ada trouble, kemungkinan pada sisi jaringan. Semoga lekas normal kembali.",FALSE,1,NA,02/04/15 03:28,FALSE,NA,583471065596170240,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",dakwatuna,12,FALSE,FALSE,NA,NA,02/04/15 10:28,10,Thu,"0,08",negative
25,"PTUN Tunda SK Menkumham, Kubu Agung Diminta Tinggalkan Kantor DPP http://t.co/RNFwbFFrCL #Nasional",FALSE,0,NA,01/04/15 16:28,FALSE,NA,583304964983775233,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,10,FALSE,FALSE,NA,NA,01/04/15 23:28,23,Wed,"0,00",negative
26,Anggota DPD RI: Umat Diminta Tidak Terpancing Terkait Pemblokiran Situs Islam http://t.co/lfJYvtOFVI #Nasional,FALSE,4,NA,01/04/15 15:56,FALSE,NA,583296789521928192,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,7,FALSE,FALSE,NA,NA,01/04/15 22:56,22,Wed,"0,57",neutral
27,"Blokir Situs-situs Islam, Al-Washliyah Tuntut Penjelasan Pemerintah http://t.co/jU0ze2CUBI #Nasional",FALSE,5,NA,01/04/15 15:23,FALSE,NA,583288484808404993,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,23,FALSE,FALSE,NA,NA,01/04/15 22:23,22,Wed,"0,22",negative
28,"Milad Ke-17, KAMMI Ultimatum Presiden Jokowi dengan 5 Tuntutan Rakyat http://t.co/hv889TC4KP #Nasional",FALSE,1,NA,01/04/15 14:55,FALSE,NA,583281428529442816,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,18,FALSE,FALSE,NA,NA,01/04/15 21:55,21,Wed,"0,06",negative
29,Alhamdulillah hari ini dakwatuna tlah berkomunkasi ke Kominfo &amp; DPR utk ajukan keberatan pblokiran. Termasuk ke BNPT via sebuah program TV.,FALSE,11,NA,01/04/15 14:28,FALSE,NA,583274796315594752,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",dakwatuna,48,FALSE,FALSE,NA,NA,01/04/15 21:28,21,Wed,"0,23",positive
30,RZ Salurkan Bantuan untuk Korban Longsor Sukabumi http://t.co/235YOYw14q #Nasional,FALSE,2,NA,01/04/15 14:10,FALSE,NA,583270232514392064,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,7,FALSE,FALSE,NA,NA,01/04/15 21:10,21,Wed,"0,29",positive
31,"Terkait Pemblokiran Situs Islam, Arifin Ilham Tulis Surat Terbuka untuk Kepala BNPT http://t.co/F4D2u2zpEi #Nasional",FALSE,10,NA,01/04/15 12:12,FALSE,NA,583240530303258625,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,34,FALSE,FALSE,NA,NA,01/04/15 19:12,19,Wed,"0,29",negative
32,"RT @af1_: Apa salah http://t.co/BKd8EAMLKt sehingga diblokir @Menkominfo ?? 
#SaveDakwatuna http://t.co/cnVZdw6oce",FALSE,0,NA,01/04/15 09:49,FALSE,NA,583204459175542784,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",dakwatuna,58,TRUE,FALSE,NA,NA,01/04/15 16:49,16,Wed,"0,00",negative
33,@NaimaShabira Wa'alaikumsalam. Jawaban telah kami kirim via private message (inbox) twitter.,FALSE,1,NaimaShabira,01/04/15 08:55,FALSE,583186163650813953,583190868225445888,1309394780,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",dakwatuna,0,FALSE,FALSE,NA,NA,01/04/15 15:55,15,Wed,#DIV/0!,neutral
34,"Mohon maaf, banyak kiriman naskah artikel dari pembaca yang belum dapat kami muat karena editor kami kesulitan membuka situs dakwatuna.",FALSE,2,NA,01/04/15 07:44,FALSE,NA,583173102042939392,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",dakwatuna,26,FALSE,FALSE,NA,NA,01/04/15 14:44,14,Wed,"0,08",negative
35,Jzkmllh khair atas kepercayaan &amp; dukungannya kpd kami. Dlm kondisi fitnah seperti ini tetap bnyk yg kirim naskahnya utk dimuat ke dakwatuna,FALSE,14,NA,01/04/15 07:11,FALSE,NA,583164798050770944,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",dakwatuna,28,FALSE,FALSE,NA,NA,01/04/15 14:11,14,Wed,"0,50",positive
36,Dakwatuna Keberatan Dikategorikan Situs Radikal dan Diblokir http://t.co/OO6v1kyarS #Nasional,FALSE,5,NA,01/04/15 06:20,FALSE,NA,583151830361722880,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,22,FALSE,FALSE,NA,NA,01/04/15 13:20,13,Wed,"0,23",negative
37,"Situs Media Islam Diblokir, DPR Akan Panggil BNPT dan Kemenkominfo http://t.co/Vrpt6T3Ipc #Nasional",FALSE,6,NA,01/04/15 02:19,FALSE,NA,583091306852802560,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,31,FALSE,FALSE,NA,NA,01/04/15 09:19,9,Wed,"0,19",negative
38,Video Germanwings: Penumpang Teriak ‘Tuhan’ dengan Berbagai Bahasa http://t.co/ruc3Mmo8kb #Eropa,FALSE,2,NA,01/04/15 02:07,FALSE,NA,583088282474401792,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,9,FALSE,FALSE,NA,NA,01/04/15 09:07,9,Wed,"0,22",negative
39,Presiden Incumbent Nigeria Akui Kekalahan di Pilpres http://t.co/AdKCyMSxj8 #Afrika,FALSE,0,NA,01/04/15 02:00,FALSE,NA,583086459025895424,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,1,FALSE,FALSE,NA,NA,01/04/15 09:00,9,Wed,"0,00",negative
40,"Belum Sebulan Menjabat, PM.Israel Netanyahu Sudah Izinkan Pembangunan 2.200 Rumah Yahudi di Al-Quds http://t.co/fIyyOS0NAz #Asia",FALSE,1,NA,31/03/15 17:18,FALSE,NA,582955157685555200,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,12,FALSE,FALSE,NA,NA,01/04/15 00:18,0,Wed,"0,08",negative
41,"Mohon maaf, sedang ada yang berusaha men-deface dakwatuna.",FALSE,7,NA,31/03/15 16:20,FALSE,NA,582940521108152320,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",dakwatuna,42,FALSE,FALSE,NA,NA,31/03/15 23:20,23,Tue,"0,17",negative
42,"Gara-gara Jenggot dan Cadar, Pasutri Muslim ini Dijebloskan ke Penjara http://t.co/gd2fkCxjKE #Asia",FALSE,2,NA,31/03/15 15:22,FALSE,NA,582925839194460160,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,14,FALSE,FALSE,NA,NA,31/03/15 22:22,22,Tue,"0,14",negative
43,#TrenSosial: Pemblokiran 19 Situs Media Islam Tuai Kritik Tajam http://t.co/TVR23lkFDQ #Nasional,FALSE,5,NA,31/03/15 15:08,FALSE,NA,582922322593460225,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,25,FALSE,FALSE,NA,NA,31/03/15 22:08,22,Tue,"0,20",negative
44,Laporan Keamanan Zionis: Eratnya Hubungan Saudi dan Turki Mengancam Israel http://t.co/HyCgUyrXOn #Asia,FALSE,7,NA,31/03/15 15:08,FALSE,NA,582922320878026752,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,10,FALSE,FALSE,NA,NA,31/03/15 22:08,22,Tue,"0,70",negative
45,"‘Golkar yang Besar Saja Diacak-acak, Apalagi Media Islam’ http://t.co/JpKvlNrKQT #Nasional",FALSE,5,NA,31/03/15 10:48,FALSE,NA,582857008962916352,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,27,FALSE,FALSE,NA,NA,31/03/15 17:48,17,Tue,"0,19",negative
46,Aa Gym: Ada Apa dengan Pemerintahan Sekarang Ini? http://t.co/iGzu2GqDcm #Nasional,FALSE,10,NA,31/03/15 10:15,FALSE,NA,582848599064596480,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,49,FALSE,FALSE,NA,NA,31/03/15 17:15,17,Tue,"0,20",negative
47,Mahfud MD: Pemblokiran Situs Web Harus Seizin Pengadilan http://t.co/vMm2OVNWos #Nasional,FALSE,4,NA,31/03/15 09:43,FALSE,NA,582840652037120000,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,46,FALSE,FALSE,NA,NA,31/03/15 16:43,16,Tue,"0,09",negative
48,Ketua PP Pemuda Muhammadiyah: BNPT Jangan Buat Tafsir Radikal Seenaknya http://t.co/R0uFBGDZwZ #Nasional,FALSE,2,NA,31/03/15 09:13,FALSE,NA,582833104001183744,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,43,FALSE,FALSE,NA,NA,31/03/15 16:13,16,Tue,"0,05",negative
49,Salman Al-Ouda: Hizbulah Kirim Pasukan ke Banyak Negara Tapi Tidak Masuk Daftar Teroris http://t.co/cpfjM2HiJk #Asia,FALSE,2,NA,31/03/15 06:18,FALSE,NA,582788933936791552,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,6,FALSE,FALSE,NA,NA,31/03/15 13:18,13,Tue,"0,33",neutral
50,(Foto) Berkunjung ke Perempatan Muslim Xi’an di Cina http://t.co/AVlR6x80L2 #Asia,FALSE,3,NA,31/03/15 05:07,FALSE,NA,582771192798404608,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,5,FALSE,FALSE,NA,NA,31/03/15 12:07,12,Tue,"0,60",neutral
51,Seorang Warga Filipina Tewas oleh Serangan Roket di Libya Barat http://t.co/akru04u6dI #Afrika,FALSE,1,NA,31/03/15 03:31,FALSE,NA,582747035616419840,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,2,FALSE,FALSE,NA,NA,31/03/15 10:31,10,Tue,"0,50",negative
52,"Mohon maaf belum bisa update. Bbrp redaktur kesulitan buka dakwatuna. Jika ada yg kesulitan buka juga, silakan sertakan capturenya di sini.",FALSE,3,NA,31/03/15 03:22,FALSE,NA,582744666845528064,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",dakwatuna,30,FALSE,FALSE,NA,NA,31/03/15 10:22,10,Tue,"0,10",negative
53,Kampanye Pemilihan Umum di Inggris Resmi Dimulai http://t.co/9AdRioDG54 #Eropa,FALSE,0,NA,31/03/15 00:24,FALSE,NA,582699971821981699,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,3,FALSE,FALSE,NA,NA,31/03/15 07:24,7,Tue,"0,00",neutral
54,"Innalillahi, Ulama Ini Disiksa Karena Ketahuan Mendirikan Sholat http://t.co/6CMVxiQEnV #Asia",FALSE,3,NA,31/03/15 00:10,FALSE,NA,582696459692191745,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,27,FALSE,FALSE,NA,NA,31/03/15 07:10,7,Tue,"0,11",negative
55,"Pengadilan Ulang, Mantan PM Israel Dinyatakan Terbukti Bersalah http://t.co/K9ZhMUTXxQ #Asia",FALSE,0,NA,30/03/15 23:57,FALSE,NA,582693056740118528,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,6,FALSE,FALSE,NA,NA,31/03/15 06:57,6,Tue,"0,00",negative
56,"Subhanallah, Kakek ini Semangat Mengaji Walau Dibantu Kaca Pembesar http://t.co/7pyQ6L1wT0 #Asia",FALSE,4,NA,30/03/15 23:48,FALSE,NA,582690911747870720,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,14,FALSE,FALSE,NA,NA,31/03/15 06:48,6,Tue,"0,29",positive
57,(Video) Peternak Gunakan Drone untuk Gembalakan Dombanya http://t.co/nvsYEwk2Lc #Eropa,FALSE,2,NA,30/03/15 23:46,FALSE,NA,582690284158369792,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,1,FALSE,FALSE,NA,NA,31/03/15 06:46,6,Tue,"2,00",neutral
58,Pimpinan MPR Meminta Polri Bijak Menyikapi Laporan Dua Kubu Golkar http://t.co/bGOVMCtLLq #Nasional,FALSE,0,NA,30/03/15 23:35,FALSE,NA,582687522880294912,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,1,FALSE,FALSE,NA,NA,31/03/15 06:35,6,Tue,"0,00",neutral
59,"Bahas Kenaikan Harga BBM, Menteri ESDM dan DPR Gelar Rapat Selama 6,5 Jam http://t.co/XxgqbSQQho #Nasional",FALSE,1,NA,30/03/15 23:30,FALSE,NA,582686273296416768,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,2,FALSE,FALSE,NA,NA,31/03/15 06:30,6,Tue,"0,50",neutral
60,"Blokir Situs Media Islam, Muhammadiyah: Cara ini Hanya Menimbulkan Dendam http://t.co/YhIYfK3HRD #Nasional",FALSE,6,NA,30/03/15 23:00,FALSE,NA,582678833423241216,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,38,FALSE,FALSE,NA,NA,31/03/15 06:00,6,Tue,"0,16",negative
61,Profesor Atom Ini Menjadi Gelandangan di Baghdad http://t.co/h0QwW3hbZh #Asia,FALSE,1,NA,30/03/15 18:54,FALSE,NA,582616804129816576,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,12,FALSE,FALSE,NA,NA,31/03/15 01:54,1,Tue,"0,08",neutral
62,"Anggota Komisi I DPR: Dalam Memblokir Situs Islam, Pemerintah Harus Bersikap Bijak http://t.co/FIu96DpSiB #Nasional",FALSE,3,NA,30/03/15 17:06,FALSE,NA,582589754560016384,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,25,FALSE,FALSE,NA,NA,31/03/15 00:06,0,Tue,"0,12",negative
63,Tulisan paling tren di dakwatunacom selama bulan Maret: https://t.co/ncgonPeyc0,FALSE,3,NA,30/03/15 16:36,FALSE,NA,582582084939616256,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",dakwatuna,7,FALSE,FALSE,NA,NA,30/03/15 23:36,23,Mon,"0,43",positive
64,Kantor Fraksi Partai Golkar di DPR RI Direbut Paksa Kubu Agung Laksono http://t.co/GZzWn2hLqE #Nasional,FALSE,0,NA,30/03/15 16:34,FALSE,NA,582581574564061184,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,0,FALSE,FALSE,NA,NA,30/03/15 23:34,23,Mon,#DIV/0!,negative
65,Kajian dan Bekal Ketrampilan Untuk Para Napi Lapas Cibinong http://t.co/Pt42BaUX0x #Daerah,FALSE,0,NA,30/03/15 16:08,FALSE,NA,582575043118403585,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,5,FALSE,FALSE,NA,NA,30/03/15 23:08,23,Mon,"0,00",positive
66,Ini 2 Anak Buah Ahok yang Ditetapkan Sebagai Tersangka Korupsi UPS http://t.co/7S7U4ZoLdg #Daerah,FALSE,2,NA,30/03/15 16:04,FALSE,NA,582574020505157632,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,11,FALSE,FALSE,NA,NA,30/03/15 23:04,23,Mon,"0,18",neutral
67,DPR: Menkominfo Harus Terbuka Soal Pemblokiran Media-media Islam http://t.co/TvMupo43rl #Nasional,FALSE,6,NA,30/03/15 15:45,FALSE,NA,582569297236467712,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,49,FALSE,FALSE,NA,NA,30/03/15 22:45,22,Mon,"0,12",neutral
68,"Media Islam Diblokir, #KembalikanMediaIslam Mendunia http://t.co/17fIlikiWP #Nasional",FALSE,16,NA,30/03/15 15:36,FALSE,NA,582567042881953792,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,128,FALSE,FALSE,NA,NA,30/03/15 22:36,22,Mon,"0,13",positive
69,Bahagia Itu Sederhana http://t.co/xgoXEgHVgp #ArtikelLepas,FALSE,4,NA,30/03/15 14:43,FALSE,NA,582553764004937730,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,12,FALSE,FALSE,NA,NA,30/03/15 21:43,21,Mon,"0,33",positive
70,Menteri Agama Minta Maaf atas ‘Postingan’ @Kemenag_RI di Twitter http://t.co/mevfpbAWnS #Nasional,FALSE,3,NA,30/03/15 14:23,FALSE,NA,582548612166619136,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,35,FALSE,FALSE,NA,NA,30/03/15 21:23,21,Mon,"0,09",negative
71,Memuliakan Guru http://t.co/DPykCNca9n #Sosial,FALSE,6,NA,30/03/15 13:48,FALSE,NA,582539915889496064,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,16,FALSE,FALSE,NA,NA,30/03/15 20:48,20,Mon,"0,38",positive
72,"Situs Islam di Blokir, DPR: Pemerintah Jangan Gegabah dan Sembrono http://t.co/sXDcfimWPF #Nasional",FALSE,11,NA,30/03/15 12:12,FALSE,NA,582515755154964483,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,75,FALSE,FALSE,NA,NA,30/03/15 19:12,19,Mon,"0,15",negative
73,"Blokir Media Islam, Pakar IT: Kemkominfo Ceroboh dan Langgar HAM http://t.co/0IA5NEw7mX #Nasional",FALSE,6,NA,30/03/15 11:45,FALSE,NA,582508881345040384,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,116,FALSE,FALSE,NA,NA,30/03/15 18:45,18,Mon,"0,05",negative
74,#KembalikanMediaIslam Masuk Tranding Topik Indonesia http://t.co/ny5S5V0Z6Q #Nasional,FALSE,14,NA,30/03/15 10:55,FALSE,NA,582496384575668225,NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",dakwatuna,124,FALSE,FALSE,NA,NA,30/03/15 17:55,17,Mon,"0,11",positive
